Unnamed: 0	year	title	abstract	Targeted organisms	Technical target	Methods	Topics	_title_key	microbial_related_auto	microbial_related_manual
5205	2018	De novo repeat interruptions are associated with reduced somatic instability and mild or absent clinical features in myotonic dystrophy type 1						de novo repeat interruptions are associated with reduced somatic instability and mild or absent clinical features in myotonic dystrophy type 1	no	
6123	2024	Using interactive Jupyter Notebooks and BioConda for FAIR and reproducible biomolecular simulation workflows						using interactive jupyter notebooks and bioconda for fair and reproducible biomolecular simulation workflows	no	
2061	2020	Organohalide-respiring bacteria in polluted urban rivers employ novel bifunctional reductive dehalogenases to dechlorinate polychlorinated biphenyls and tetrachloroethene.	Polluted urban river sediments could be a sink of persistent and toxic polychlorinated biphenyls (PCBs) in urban areas and provide desired growth niches for organohalide-respiring bacteria (OHRB). In this study, microcosms were setup with surface sediments of nationwide polluted urban rivers in China, of which 164 cultures could dechlorinate tetrachloroethene (PCE) to dichloroethenes (DCEs) and to vinyl chloride and/or ethene. Further in vivo tests showed extensive PCB dechlorination with different pathways in 135 PCE pre-grown cultures. Take reductive dechlorination of PCB180 (2345-245-CB) for example, 121 and 14 cultures preferentially removed flanked para- and meta-chlorines respectively. Strikingly, all in vitro assays with the 135 PCE pre-grown cultures showed identical PCB dechlorination pathways with their living cultures, implying the involvement of bifunctional reductive dehalogenases (RDases) to dechlorinate both PCBs and PCE. Further 16S rRNA and RDase gene-based analyses, together with enantioselective dechlorination of chiral PCBs, suggested that Dehalococcoides and Dehalogenimonas in the 135 cultures largely employed distinctively different novel bifunctional RDases to catalyze PCB/PCE-dechlorination. Quantitative assessment of the community assembly process with Modified Stochasticity Ratio (MST) indicated three different stages in enrichment of OHRB. The second stage as the only one controlled by stochastic processes (MST>0.5) required extra attention in monitoring community successional patterns to minimize stochastic variance for enriching the PCB/PCE-dechlorinating OHRB.	Bacteria, Microbiome	Community (taxonomy) profiling, Functional analysis, MAGs	Metabarcoding	Ecosystem Dynamics & Biodiversity, Health & Disease	organohalide-respiring bacteria in polluted urban rivers employ novel bifunctional reductive dehalogenases to dechlorinate polychlorinated biphenyls and tetrachloroethene.	yes	
10467	2022	SingleCAnalyzer: Interactive Analysis of Single Cell RNA-Seq Data on the Cloud						singlecanalyzer: interactive analysis of single cell rna-seq data on the cloud	no	
258	2023	High Diversity but Monodominance of Multidrug-Resistant Bacteria in Immunocompromised Pediatric Patients with Acute Lymphoblastic Leukemia Developing GVHD Are Not Associated with Changes in Gut Mycobiome	Graft-versus-host disease (GvHD) is a severe complication after hematopoietic stem cell transplantation (HSCT). Our study focused on identifying multidrug-resistant (MDR) gut bacteria associated with GvHD-prone guts and association with gut microbiota (GM) diversity, bacteriome, and mycobiome composition in post-HSCT patients. We examined 11 pediatric patients with acute lymphoblastic leukemia (ALL), including six with GvHD, within three time points: seven days pre-HSCT, seven days post-, and 28 days post-HSCT. The gut microbiome and its resistome were investigated using metagenomic sequencing, taxonomically classified with Kraken2, and statistically evaluated for significance using appropriate tests. We observed an increase in the abundance of MDR bacteria, mainly Enterococcus faecium strains carrying msr(C), erm(T), aac(6′)-li, dfrG, and ant(6)-la genes, in GvHD patients one week post-HSCT. Conversely, non-GvHD patients had more MDR beneficial bacteria pre-HSCT, promoting immunosurveillance, with resistance genes increasing one-month post-HSCT. MDR beneficial bacteria included the anti-inflammatory Bacteroides fragilis, Ruminococcus gnavus, and Turicibacter, while most MDR bacteria represented the dominant species of GM. Changes in the gut mycobiome were not associated with MDR bacterial monodominance or GvHD. Significant α-diversity decline (Shannon index) one week and one month post-HSCT in GvHD patients (p < 0.05) was accompanied by increased Pseudomonadota and decreased Bacteroidota post-HSCT. Our findings suggest that MDR commensal gut bacteria may preserve diversity and enhance immunosurveillance, potentially preventing GvHD in pediatric ALL patients undergoing HSCT. This observation has therapeutic implications.	Bacteria, Microbiome	Community (taxonomy) profiling, AMR	(Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity, Health & Disease	high diversity but monodominance of multidrug-resistant bacteria in immunocompromised pediatric patients with acute lymphoblastic leukemia developing gvhd are not associated with changes in gut mycobiome	yes	
7624	2020	Construction of Human Proteoform Families from 21 Tesla Fourier Transform Ion Cyclotron Resonance Mass Spectrometry Top-Down Proteomic Data.						construction of human proteoform families from 21 tesla fourier transform ion cyclotron resonance mass spectrometry top-down proteomic data.	no	
6502	2022	Integrated Multi-omics Analyses of NFKB1 patients B cells points towards an up regulation of NF-κB network inhibitors						integrated multi-omics analyses of nfkb1 patients b cells points towards an up regulation of nf-κb network inhibitors	no	
1274	0	Recommendations for the packaging and containerizing of bioinformatics software						recommendations for the packaging and containerizing of bioinformatics software	no	
133	2025	Nitrogen fixation in Pampinifervens, a new species-rich genus of Aquificaceae that inhabits a wide pH range in terrestrial hot springs.						nitrogen fixation in pampinifervens, a new species-rich genus of aquificaceae that inhabits a wide ph range in terrestrial hot springs.	no	
4141	2012	Novel methodologies for spectral classification of exon and intron sequences						novel methodologies for spectral classification of exon and intron sequences	no	
1381	2023	Low diversity microbiota and an increased metabolism of arginine and aromatic amino acids: a hallmark of hepatic encephalopathy in western Mexican patients with alcohol-associated cirrhosis.	"AIMS
To evaluate the composition and functions of the gut microbiota in patients with decompensated alcohol-associated cirrhosis, with and without hepatic encephalopathy (HE).


METHODS AND RESULTS
Faecal samples from 31 inpatients (20 with HE, 11 without HE), and from 18 age-balanced healthy controls (HC), were included. Microbial composition was determined by 16S rRNA amplicon sequencing and analysed using QIIME2. Metabolic pathways were inferred by PICRUSt2, and short-chain fatty acids (SCFAs) quantification was performed by gas chromatography. The gut microbiota of patients with HE was characterized by a diminished α-diversity, compared to no-HE (p < 0.01) and HC (p < 0.001) groups; β-diversity also differed between HE vs no-HE patients (p < 0.05), and between HE vs HC (p < 0.001). In patients with HE, Escherichia/Shigella, Burkholderiales and Lactobacillales taxa predominated. In contrast, patients without HE were characterized by Veillonella and Bacteroides. Reduced levels of faecal SCFAs in both groups correlated with a depletion of beneficial taxa, such as Ruminococcus or Faecalibacterium. PICRUSt2 analysis showed both an enhanced catabolism of arginine through ammonia-producing pathways and chorismate biosynthesis in HE patients, a key precursor of aromatic amino acids.


CONCLUSIONS
The gut microbiota of HE patients exhibits a proinflammatory dysbiotic profile, plus metabolic pathways that produce potentially neurotoxic byproducts."	Bacteria, Microbiome	Community (taxonomy) profiling, Functional analysis	Metabarcoding	Ecosystem Dynamics & Biodiversity, Health & Disease	low diversity microbiota and an increased metabolism of arginine and aromatic amino acids: a hallmark of hepatic encephalopathy in western mexican patients with alcohol-associated cirrhosis.	yes	
5704	2009	Genephony: a knowledge management tool for genome-wide research						genephony: a knowledge management tool for genome-wide research	no	
4182	2011	A co-ordinated interaction between CTCF and ER in breast cancer cells						a co-ordinated interaction between ctcf and er in breast cancer cells	no	
1248	2013	The role of brachyury in the pathogenesis of chordoma		Pathogen			Health & Disease	the role of brachyury in the pathogenesis of chordoma	yes	
2999	2025	Distinct microbiome variation in children and adults following RSV infection and its association with host response.		Microbiome			Health & Disease	distinct microbiome variation in children and adults following rsv infection and its association with host response.	yes	
602	2023	Genomic and demographic processes differentially influence genetic variation across the human X chromosome						genomic and demographic processes differentially influence genetic variation across the human x chromosome	no	
2433	2017	The Inuit gut microbiome is dynamic over time and shaped by traditional foods	BackgroundThe human gut microbiome represents a diverse microbial community that varies across individuals and populations, and is influenced by factors such as host genetics and lifestyle. Diet is a major force shaping the gut microbiome, and the effects of dietary choices on microbiome composition are well documented. However, it remains poorly known how natural temporal variation in diet can affect the microbiome. The traditional Inuit diet is primarily based on animal products, which are thought to vary seasonally according to prey availability. We previously investigated the Inuit gut microbiome sampled at a single time point, and found no detectable differences in overall microbiome community composition attributable to the traditional Inuit diet.ResultsTo determine whether seasonal changes in the Inuit diet might induce more pronounced changes in the microbiome, we collected stool and toilet paper samples, and dietary information from Inuit volunteers living in Resolute Bay (Nunavut, Canada), and compared them to individuals of European descent living in Montréal (Québec, Canada) consuming a typical Western diet. We sequenced the V4 region of the 16S rRNA gene to characterize microbiome diversity and composition, and compared samples collected with toilet paper or from stool. Our results show that these sampling methods provide similar, but non-identical portraits of the microbiome. Based on toilet paper samples, we found that much of the variation in microbiome community composition could be explained by individual identity (45–61% of variation explained, depending on the beta diversity metric used), with small but significant variation (3–5%) explained by sex or geography (Nunavut or Montréal). In contrast with our previous study at one time point, sampling over the course of a year revealed that diet explains 11% of variation in community composition across all participants, and 17% of variation specifically among Nunavut participants. However, we observed no clear seasonal shifts in the microbiomes of participants from either Nunavut or Montréal. Within-individual microbial diversity fluctuated more over time in Nunavut than in Montréal, consistent with a more variable and highly individualized diet in Nunavut.ConclusionsTogether, these results shows that the traditional Inuit diet and lifestyle has an impact on the composition, diversity and stability of the Inuit gut microbiome, even if the seasonality of the diet is less pronounced than expected, perhaps due to an increasingly westernized diet.	Microbiome	Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity	the inuit gut microbiome is dynamic over time and shaped by traditional foods	yes	
6919	2022	The mitochondrial RNA granule modulates manganese-dependent cell toxicity						the mitochondrial rna granule modulates manganese-dependent cell toxicity	no	
188	2024	In silico biotechnological potential of Bacillus sp. strain MHSD_37 bacterial endophyte	Background Endophytic bacteria possess a range of unique characteristics that enable them to successfully interact with their host and survive in adverse environments. This study employed in silico analysis to identify genes, from Bacillus sp. strain MHSD_37, with potential biotechnological applications. Results The strain presented several endophytic lifestyle genes which encode for motility, quorum sensing, stress response, desiccation tolerance and root colonisation. The presence of plant growth promoting genes such as those involved in nitrogen fixation, nitrate assimilation, siderophores synthesis, seed germination and promotion of root nodule symbionts, was detected. Strain MHSD_37 also possessed genes involved in insect virulence and evasion of defence system. The genome analysis also identified the presence of genes involved in heavy metal tolerance, xenobiotic resistance, and the synthesis of siderophores involved in heavy metal tolerance. Furthermore, LC-MS analysis of the excretome identified secondary metabolites with biological activities such as anti-cancer, antimicrobial and applications as surfactants. Conclusions Strain MHSD_37 thereby demonstrated potential biotechnological application in bioremediation, biofertilisation and biocontrol. Moreover, the strain presented genes encoding products with potential novel application in bio-nanotechnology and pharmaceuticals.	Bacteria	AMR	(Meta)genomics, Metabolomics	Ecosystem Dynamics & Biodiversity, Health & Disease	in silico biotechnological potential of bacillus sp. strain mhsd_37 bacterial endophyte	yes	
295	2023	The Fate and Functionality of Alien tRNA Fragments in Culturing Medium and Cells of Escherichia coli	Numerous observations have supported the idea that various types of noncoding RNAs, including tRNA fragments (tRFs), are involved in communications between the host and its microbial community. The possibility of using their signaling function has stimulated the study of secreted RNAs, potentially involved in the interspecies interaction of bacteria. This work aimed at identifying such RNAs and characterizing their maturation during transport. We applied an approach that allowed us to detect oligoribonucleotides secreted by Prevotella copri (Segatella copri) or Rhodospirillum rubrum inside Escherichia coli cells. Four tRFs imported by E. coli cells co-cultured with these bacteria were obtained via chemical synthesis, and all of them affected the growth of E. coli. Their successive modifications in the culture medium and recipient cells were studied by high-throughput cDNA sequencing. Instead of the expected accidental exonucleolysis, in the milieu, we observed nonrandom cleavage by endonucleases continued in recipient cells. We also found intramolecular rearrangements of synthetic oligonucleotides, which may be considered traces of intermediate RNA circular isomerization. Using custom software, we estimated the frequency of such events in transcriptomes and secretomes of E. coli and observed surprising reproducibility in positions of such rare events, assuming the functionality of ring isoforms or their permuted derivatives in bacteria.	Bacteria, Microbiome	Community (taxonomy) profiling, Functional analysis, Interactome	(Meta)transcriptomics		the fate and functionality of alien trna fragments in culturing medium and cells of escherichia coli	yes	
261	2023	Transcriptional Response of Candida albicans to Nanostructured Surfaces Provides Insight into Cellular Rupture and Antifungal Drug Sensitization	The rise in resistance levels against antifungal drugs has necessitated the development of strategies to combat fungal infections. Nanoscale antimicrobial surfaces, found on the cuticles of insects, have recently emerged as intriguing alternative antifungal strategies that function passively via contact and induced cell rupture. Nanostructured surfaces (NSS) offer a potentially transformative antimicrobial approach to reducing microbial biofilm formation. We examined the transcriptional response of Candida albicans, an opportunistic pathogen that is also a commensal dimorphic fungus, to the NSS found in the wings of Neotibicen spp. cicada and found characteristic changes in the expression of C. albicans genes associated with metabolism, biofilm formation, ergosterol biosynthesis, and DNA damage response after 2 h of exposure to the NSS. Further validation revealed that these transcriptional changes, particularly in the ergosterol biosynthesis pathway, sensitize C. albicans to major classes of antifungal drugs. These findings provide insights into NSS as antimicrobial surfaces and as a means of controlling biofilm formation.	Pathogen	Functional analysis, AMR		Ecosystem Dynamics & Biodiversity, Health & Disease	transcriptional response of candida albicans to nanostructured surfaces provides insight into cellular rupture and antifungal drug sensitization	yes	
1060	2020	Temporal specificity and heterogeneity of Drosophila immune cells						temporal specificity and heterogeneity of drosophila immune cells	no	
1279	2025	Evolution and structural diversity of the MotAB stator: insights into the origins of bacterial flagellar motility	ABSTRACT The rotation of the bacterial flagellum is powered by the MotAB stator complex, which converts ion flux into torque. Despite its central role in flagellar function, the evolutionary origin and structural diversity of this system remain poorly understood. Here, we present the first comprehensive phylogenetic and structural characterization of MotAB and its closest non-flagellar homologs. We gathered homologs from 205 genomes across 27 bacterial phyla, estimated phylogenies, inferred ancestral sequences, and predicted structures for both extant and inferred ancestral proteins using AlphaFold. Our analyses characterized two structurally distinct groups: flagellar ion transporters (FIT) and generic ion transporters (GIT). FIT proteins are structurally conserved, including a characteristic square fold domain and a torque-generating interface (TGI). We further delineate FIT proteins into two subgroups, TGI4 and TGI5s, based on the presence of 4 or 5 short helices within the TGI region. TGI5 motors, such as those found in the Escherichia coli K12 system, are primarily restricted to Pseudomonadota, whereas TGI4 motors, such as the Na+-powered polar motors of Vibrio (PomAB), are distributed across a broader range of bacterial lineages. In contrast, GIT proteins exhibit substantial structural and functional heterogeneity and lack features associated with flagellar motility. Nevertheless, a conserved interaction between the A and B subunits is retained across FIT and GIT proteins, with their corresponding genes typically adjacent to operons. Functional assays in E. coli show that FIT-specific structural elements are indispensable for flagellar motility. Our results suggest that the flagellar stator motor complex evolved once from a common ancestral ion transporter, acquiring unique structural traits to support motility. This work provides a robust framework for understanding the evolutionary diversification of stator complexes and their mechanistic specialization. IMPORTANCE Flagellar motility allows bacteria to propel themselves and direct movement according to environmental conditions. It plays a key role in bacterial pathogenicity and survival. We investigated the molecular and structural diversity of the stator motor proteins that provide the ion motive force to power flagellar rotation. This study uses a comparative approach that integrates phylogenetics, 3D protein structure, motility assays, and ancestral state reconstruction (ASR) to provide insights into the structural mechanisms that first powered the flagellar motor. We provide the first phylogenetic and structural characterization and classification of MotAB and relatives. Flagellar motility allows bacteria to propel themselves and direct movement according to environmental conditions. It plays a key role in bacterial pathogenicity and survival. We investigated the molecular and structural diversity of the stator motor proteins that provide the ion motive force to power flagellar rotation. This study uses a comparative approach that integrates phylogenetics, 3D protein structure, motility assays, and ancestral state reconstruction (ASR) to provide insights into the structural mechanisms that first powered the flagellar motor. We provide the first phylogenetic and structural characterization and classification of MotAB and relatives.	Bacteria, Pathogen	Community (taxonomy) profiling, Functional analysis, Interactome, Comparative analysis	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease	evolution and structural diversity of the motab stator: insights into the origins of bacterial flagellar motility	yes	
5476	2014	Facilitating efficient knowledge management and discovery in the Agronomic Sciences						facilitating efficient knowledge management and discovery in the agronomic sciences	no	
4221	2011	Extending KNIME for next-generation sequencing data analysis						extending knime for next-generation sequencing data analysis	no	
1857	2021	Reactivation of the Hedgehog pathway in esophageal progenitors turns on an embryonic-like program to initiate columnar metaplasia.		Virus				reactivation of the hedgehog pathway in esophageal progenitors turns on an embryonic-like program to initiate columnar metaplasia.	yes	
1625	2021	Cloud Computing Enabled Big Multi-Omics Data Analytics						cloud computing enabled big multi-omics data analytics	no	
1251	2012	VAR‐MD: A tool to analyze whole exome–genome variants in small human pedigrees with mendelian inheritance	The analysis of variants generated by exome sequencing (ES) of families with rare Mendelian diseases is a time‐consuming, manual process that represents one barrier to applying the technology routinely. To address this issue, we have developed a software tool, VAR‐MD (http://research.nhgri.nih.gov/software/var‐md/), for analyzing the DNA sequence variants produced by human ES. VAR‐MD generates a ranked list of variants using predicted pathogenicity, Mendelian inheritance models, genotype quality, and population variant frequency data. VAR‐MD was tested using two previously solved data sets and one unsolved data set. In the solved cases, the correct variant was listed at the top of VAR‐MD's variant ranking. In the unsolved case, the correct variant was highly ranked, allowing for subsequent identification and validation. We conclude that VAR‐MD has the potential to enhance mutation identification using family based, annotated next generation sequencing data. Moreover, we predict an incremental advancement in software performance as the reference databases, such as Single Nucleotide Polymorphism Database and Human Gene Mutation Database, continue to improve. Hum Mutat 33:593–598, 2012. © 2012 Wiley Periodicals, Inc. * This article is a US Government work and, as such, is in the public domain of the United States of America.	Pathogen	Variant	(Meta)genomics	Health & Disease	var‐md: a tool to analyze whole exome–genome variants in small human pedigrees with mendelian inheritance	yes	
10702	2025	ColabCuraTE: an easy-to-use, web-based pipeline for the manual curation of transposable elements						colabcurate: an easy-to-use, web-based pipeline for the manual curation of transposable elements	no	
8579	2018	Draft Genome Sequences of 57 Salmonella enterica Strains from Selected U.S. Swine Feed Mills						draft genome sequences of 57 salmonella enterica strains from selected u.s. swine feed mills	no	
10200	2022	PlantTribes2: Tools for comparative gene family analysis in plant genomics						planttribes2: tools for comparative gene family analysis in plant genomics	no	
2533	2022	MuDoGeR: Multi-Domain Genome Recovery from metagenomes made easy	Several computational frameworks and workflows that recover genomes from prokaryotes, eukaryotes, and viruses from metagenomes exist. However, it is difficult for scientists with little bioinformatics experience to evaluate quality, annotate genes, dereplicate, assign taxonomy and calculate relative abundance and coverage of genomes belonging to different domains. MuDoGeR is a user-friendly tool accessible for non-bioinformaticians that make it easy to recover genomes of prokaryotes, eukaryotes, and viruses from metagenomes, either alone or in combination. We tested MuDoGer using 24 individual-isolated genomes and 574 metagenomes, demonstrating the applicability for a few samples and high throughput. MuDoGeR is open-source software available at https://github.com/mdsufz/MuDoGeR.	Bacteria, Virus, Eukaryote	Isolate, Community (taxonomy) profiling	(Meta)genomics, Metagenomics		mudoger: multi-domain genome recovery from metagenomes made easy	yes	
10714	2025	Mitochondrial genome sequencing and phylogenetic analysis of the freshwater snail Fukuia kurodai ooyagii (Pomatiopsidae)						mitochondrial genome sequencing and phylogenetic analysis of the freshwater snail fukuia kurodai ooyagii (pomatiopsidae)	no	
148	2024	Neutrophil-fibroblast crosstalk drives immunofibrosis in Crohn’s disease through IFNα pathway	Introduction Crohn’s disease (CD) is characterized by chronic inflammation and intestinal fibrosis leading to lifelong complications. However, the disease pathogenesis remains elusive, and the therapeutic options are limited. Here, we investigated the interaction between neutrophils and intestinal fibroblasts in the development of CD immunofibrosis, a disease mechanism predisposing to inflammatory and fibrotic complications. Methods Peripheral neutrophils, enriched neutrophil extracellular traps (eNETs), serum, primary intestinal fibroblasts (PIFs) and intestinal biopsies from CD, ulcerative colitis (UC) patients, and healthy individuals (HI), were studied. Transcriptome analysis of neutrophils, multi-cytokine profiling and cell-based functional assays at mRNA/protein level were performed. Results Compared to UC, PIFs from CD patients, independently to the presence of strictures, displayed a distinct pro-fibrotic phenotype characterized by negative Krüppellike Factor-2 (KLF2) and increased cellular communication network factor-2 (CCN2) expression leading to collagen production. In both UC and CD, PIFs-derived IL-8 acted as a culprit chemoattractant for neutrophils in the intestine, where CD neutrophils were accumulated close to fibrotic lesions. Functionally, only CD neutrophils via eNETs induced a CD-like phenotype in HI PIFs, suggesting their fibrotic plasticity. High IFNa in serum and IFΝ-responsive signature in peripheral neutrophils were observed in CD, distinguishing it from UC. Moreover, CD serum stimulated the release of fibrogenic eNETs from neutrophils in an IFNa-dependent manner, suggesting the priming role of IFNa in circulating neutrophils. Inhibition of eNETs or JAK signaling in neutrophils or PIFs prevented the neutrophil-mediated fibrotic effect on PIFs. Furthermore, both serum IFNa levels and mRNA levels of key IFN signaling components in neutrophils were wellcorrelated with CD severity. Conclusions This study reveals the important role of the IFNa/neutrophil/fibroblast axis in CD immunofibrosis, suggesting candidate biomarkers and putative therapeutic targets.	Pathogen	Functional analysis, Interactome, Gene identification / Biomarker	(Meta)transcriptomics	Health & Disease	neutrophil-fibroblast crosstalk drives immunofibrosis in crohn’s disease through ifnα pathway	yes	
255	2023	Low prevalence of germline TP53 and PALB2 mutations in unselected cohort of breast cancer patients from Brunei Darussalam	Background: Breast cancer is the most frequent malignancy affecting women worldwide. The majority of breast cancer occurs sporadically, with only 5-10% being caused by inheritance of susceptibility genes. In Brunei Darussalam, breast cancer is the leading cause of cancer in women. The prevalence and clinical relevance of breast cancer susceptibility genes in Brunei breast cancer patients is unknown. We investigated the prevalence and clinical relevance of germline TP53 and PALB2 genes, recognised to confer a high and moderate risk respectively, in the development of breast cancer in an unselected cohort of Brunei breast cancer patients. Methods: Genomic DNA was extracted from peripheral blood samples of 54 unselected Brunei breast cancer patients. The DNA samples were sequenced for germline BRCA1, BRCA2, TP53, and PALB2 variants using targeted panel sequencing on a Hi-Plex NGS platform. Identified variants were analysed for their pathogenicity classification based on clinical/population/mutation databases, in-silico data, and available functional data analysis. Chi-square test was used to determine the association between TP53 codon 72 and response to chemotherapy in Brunei breast cancer patients. Results: We identified two TP53 and five PALB2 missense variants in our study population. Five of the identified variants were classified as variants of uncertain significance (one in TP53 and four in PALB2) giving a prevalence of TP53 and PALB2 variant of uncertain significance carriers at 1.9% and 9.3%, respectively. No pathogenic TP53 and PALB2 mutation was identified in this study suggesting the rarity of these genes in breast cancer.TP53 codon 72 had no association with Brunei breast cancer patients’ response to chemotherapy supporting the benign characteristic of the variant P72R. Conclusions: Our current findings suggest that the contribution of germline TP53 and PALB2 genes in unselected Brunei breast cancer patients is rare, and a larger number of participants will be required to confirm this finding.	Pathogen	Functional analysis, Variant	(Meta)genomics	Health & Disease	low prevalence of germline tp53 and palb2 mutations in unselected cohort of breast cancer patients from brunei darussalam	yes	
4419	2018	Investigating the effects of management in temperate broadleaved woodland on bats and their insect prey						investigating the effects of management in temperate broadleaved woodland on bats and their insect prey	no	
1185	2019	MetaDEGalaxy: Galaxy workflow for differential abundance analysis of 16s metagenomic data	Metagenomic sequencing is an increasingly common tool in environmental and biomedical sciences. While software for detailing the composition of microbial communities using 16S rRNA marker genes is relatively mature, increasingly researchers are interested in identifying changes exhibited within microbial communities under differing environmental conditions. In order to gain maximum value from metagenomic sequence data we must improve the existing analysis environment by providing accessible and scalable computational workflows able to generate reproducible results. Here we describe a complete end-to-end open-source metagenomics workflow running within Galaxy for 16S differential abundance analysis. The workflow accepts 454 or Illumina sequence data (either overlapping or non-overlapping paired end reads) and outputs lists of the operational taxonomic unit (OTUs) exhibiting the greatest change under differing conditions. A range of analysis steps and graphing options are available giving users a high-level of control over their data and analyses. Additionally, users are able to input complex sample-specific metadata information which can be incorporated into differential analysis and used for grouping / colouring within graphs. Detailed tutorials containing sample data and existing workflows are available for three different input types: overlapping and non-overlapping read pairs as well as for pre-generated Biological Observation Matrix (BIOM) files. Using the Galaxy platform we developed MetaDEGalaxy, a complete metagenomics differential abundance analysis workflow. MetaDEGalaxy is designed for bench scientists working with 16S data who are interested in comparative metagenomics. MetaDEGalaxy builds on momentum within the wider Galaxy metagenomics community with the hope that more tools will be added as existing methods mature.	Microbiome	Community (taxonomy) profiling, Comparative analysis	Metabarcoding, (Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity	metadegalaxy: galaxy workflow for differential abundance analysis of 16s metagenomic data	yes	
2752	2022	Evolution of RND efflux pumps in the development of a successful pathogen.		Pathogen			Health & Disease	evolution of rnd efflux pumps in the development of a successful pathogen.	yes	
10182	2023	OME-Zarr: a cloud-optimized bioimaging file format with international community support						ome-zarr: a cloud-optimized bioimaging file format with international community support	no	
3377	2014	Set-level gene expression data analysis with machine learning						set-level gene expression data analysis with machine learning	no	
9875	2025	Multiple factors contribute to female dominance in migratory bioflows						multiple factors contribute to female dominance in migratory bioflows	no	
1920	2018	Experiential Learning in Bioinformatics - Learner Support for Complex Workflow Modelling and Analysis						experiential learning in bioinformatics - learner support for complex workflow modelling and analysis	no	
9798	2025	A workflow-oriented framework for asynchronous human-AI collaboration in hybrid and compute-intensive HPC environments						a workflow-oriented framework for asynchronous human-ai collaboration in hybrid and compute-intensive hpc environments	no	
10455	2022	RMeDPower for Biology: guiding design, experimental structure and analyses of repeated measures data for biological studies						rmedpower for biology: guiding design, experimental structure and analyses of repeated measures data for biological studies	no	
2412	2017	Properties of human disease genes and the role of genes linked to Mendelian disorders in complex disease aetiology						properties of human disease genes and the role of genes linked to mendelian disorders in complex disease aetiology	no	
9223	2019	Genome Annotation: Perspective From Bacterial Genomes						genome annotation: perspective from bacterial genomes	no	
4216	2011	Chipster: user-friendly analysis software for microarray and other high-throughput data						chipster: user-friendly analysis software for microarray and other high-throughput data	no	
5816	2017	The impact of neutralizing antibody and ADCC responses on HIV-1 envelope evolution in early infection						the impact of neutralizing antibody and adcc responses on hiv-1 envelope evolution in early infection	no	
5296	2017	How bioinformatics tools are bringing genetic analysis to the masses						how bioinformatics tools are bringing genetic analysis to the masses	no	
1359	2024	Molecular basis of global promoter sensing and nucleosome capture by the SWR1 chromatin remodeler						molecular basis of global promoter sensing and nucleosome capture by the swr1 chromatin remodeler	no	
2509	2016	PubMedPortable: A Framework for Supporting the Development of Text Mining Applications						pubmedportable: a framework for supporting the development of text mining applications	no	
908	2021	Assessing Reproducibility of High-throughput Experiments in the Case of Missing Data						assessing reproducibility of high-throughput experiments in the case of missing data	no	
3180	2015	An Upstream Open Reading Frame Is Essential for Feedback Regulation of Ascorbate Biosynthesis in Arabidopsis						an upstream open reading frame is essential for feedback regulation of ascorbate biosynthesis in arabidopsis	no	
244	2023	Draft genome sequence of Streptomyces poriferorum RTGN2, a bacterial endophyte isolated from Alnus glutinosa root nodules	ABSTRACT Herein is reported the draft genome sequence of Streptomyces poriferum RTGN2, a bacterial isolate of Alnus glutinosa root nodules, collected from Saltwell Park, Gateshead, United Kingdom. The assembly is 9.5 Mbp in size, composed of 187 contigs, with a N50 of 189,630 bp, presenting a GC content of 71.2%.	Bacteria	Isolate, MAGs	(Meta)genomics		draft genome sequence of streptomyces poriferorum rtgn2, a bacterial endophyte isolated from alnus glutinosa root nodules	yes	
3003	2015	RiboTools: a Galaxy toolbox for qualitative ribosome profiling analysis						ribotools: a galaxy toolbox for qualitative ribosome profiling analysis	no	
951	2021	Galaxy and MEAN Stack to Create a User-Friendly Workflow for the Rational Optimization of Cancer Chemotherapy						galaxy and mean stack to create a user-friendly workflow for the rational optimization of cancer chemotherapy	no	
3460	2014	Data-Intensive Computing Infrastructure Systems for Unmodified Biological Data Analysis Pipelines						data-intensive computing infrastructure systems for unmodified biological data analysis pipelines	no	
4211	2011	Exploratory analysis of genomic segmentations with Segtools						exploratory analysis of genomic segmentations with segtools	no	
2212	2019	Complete Genome Sequence of Proteus mirabilis Siphophage Saba	Proteus mirabilis is a Gram-negative enteric bacterium associated with complicated human urinary tract infections. Here, we present the complete genome annotation for P. mirabilis siphophage Saba. With a 60,056-bp genome and 75 predicted genes, Saba is most similar at the nucleotide and protein levels to phage Chi and Chi-like viruses. ABSTRACT Proteus mirabilis is a Gram-negative enteric bacterium associated with complicated human urinary tract infections. Here, we present the complete genome annotation for P. mirabilis siphophage Saba. With a 60,056-bp genome and 75 predicted genes, Saba is most similar at the nucleotide and protein levels to phage Chi and Chi-like viruses.	Bacteria, Virus	Annotation	(Meta)genomics	Health & Disease	complete genome sequence of proteus mirabilis siphophage saba	yes	
1665	2020	Publishing reproducible dynamic kinetic models						publishing reproducible dynamic kinetic models	no	
2109	2018	SOX2 regulates common and specific stem cell features in the CNS and endoderm derived organs						sox2 regulates common and specific stem cell features in the cns and endoderm derived organs	no	
